--- Events ---
LAST SEEN   TYPE      REASON                OBJECT                                                               MESSAGE
51m         Normal    AddedInterface        pod/openshift-gitops-operator-controller-manager-fc7df578-sk7fm      Add eth0 [10.133.0.61/23] from ovn-kubernetes
51m         Normal    SuccessfulCreate      replicaset/openshift-gitops-operator-controller-manager-fc7df578     Created pod: openshift-gitops-operator-controller-manager-fc7df578-sk7fm
51m         Normal    Created               pod/openshift-gitops-operator-controller-manager-fc7df578-sk7fm      Created container: kube-rbac-proxy
51m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-fc7df578-sk7fm      Container image "registry.redhat.io/openshift4/ose-kube-rbac-proxy-rhel9@sha256:b473bb5efee9fb78c1e654ef94da9213e29a8eccfda2e8359b7c1b6b4049b554" already present on machine
51m         Normal    Started               pod/openshift-gitops-operator-controller-manager-fc7df578-sk7fm      Started container manager
51m         Normal    Created               pod/openshift-gitops-operator-controller-manager-fc7df578-sk7fm      Created container: manager
51m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-fc7df578-sk7fm      Container image "registry.redhat.io/openshift-gitops-1/gitops-rhel9-operator@sha256:73b844f2dd5f2e2749c66024801ed59539aa363aa18052018b8b80ede0ea544e" already present on machine
51m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-7b8zl    Stopping container manager
51m         Normal    InstallWaiting        clusterserviceversion/openshift-gitops-operator.v1.20.3              installing: deployment changed old hash=9dqogK5esbgOqnGMc38hYuEid9VPVtrmrPaQQw, new hash=rkvcllbTfQrYzLx8AZtgXAeKYDIvzxim8pQ9O
51m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-7b8zl    Stopping container kube-rbac-proxy
51m         Normal    SuccessfulDelete      replicaset/openshift-gitops-operator-controller-manager-7fdfd5944c   Deleted pod: openshift-gitops-operator-controller-manager-7fdfd5944c-7b8zl
51m         Normal    SuccessfulCreate      replicaset/openshift-gitops-operator-controller-manager-7fdfd5944c   Created pod: openshift-gitops-operator-controller-manager-7fdfd5944c-mjmhs
51m         Normal    AddedInterface        pod/openshift-gitops-operator-controller-manager-7fdfd5944c-mjmhs    Add eth0 [10.133.0.62/23] from ovn-kubernetes
51m         Normal    Created               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-mjmhs    Created container: kube-rbac-proxy
51m         Normal    Started               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-mjmhs    Started container kube-rbac-proxy
51m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-7fdfd5944c-mjmhs    Container image "registry.redhat.io/openshift-gitops-1/gitops-rhel9-operator@sha256:73b844f2dd5f2e2749c66024801ed59539aa363aa18052018b8b80ede0ea544e" already present on machine
51m         Normal    Created               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-mjmhs    Created container: manager
51m         Normal    Started               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-mjmhs    Started container manager
51m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-7fdfd5944c-mjmhs    Container image "registry.redhat.io/openshift4/ose-kube-rbac-proxy-rhel9@sha256:b473bb5efee9fb78c1e654ef94da9213e29a8eccfda2e8359b7c1b6b4049b554" already present on machine
51m         Normal    SuccessfulDelete      replicaset/openshift-gitops-operator-controller-manager-fc7df578     Deleted pod: openshift-gitops-operator-controller-manager-fc7df578-sk7fm
51m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-fc7df578-sk7fm      Stopping container manager
51m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-fc7df578-sk7fm      Stopping container kube-rbac-proxy
51m         Normal    LeaderElection        lease/2b63967d.openshift.io                                          openshift-gitops-operator-controller-manager-7fdfd5944c-mjmhs_5bf90549-441f-4917-a003-5d9332330e20 became leader
50m         Normal    AddedInterface        pod/openshift-gitops-operator-controller-manager-fc7df578-gk8dd      Add eth0 [10.133.0.64/23] from ovn-kubernetes
50m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-fc7df578-gk8dd      Container image "registry.redhat.io/openshift-gitops-1/gitops-rhel9-operator@sha256:73b844f2dd5f2e2749c66024801ed59539aa363aa18052018b8b80ede0ea544e" already present on machine
50m         Normal    Started               pod/openshift-gitops-operator-controller-manager-fc7df578-gk8dd      Started container manager
50m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-fc7df578-gk8dd      Container image "registry.redhat.io/openshift4/ose-kube-rbac-proxy-rhel9@sha256:b473bb5efee9fb78c1e654ef94da9213e29a8eccfda2e8359b7c1b6b4049b554" already present on machine
50m         Normal    Created               pod/openshift-gitops-operator-controller-manager-fc7df578-gk8dd      Created container: manager
50m         Normal    SuccessfulCreate      replicaset/openshift-gitops-operator-controller-manager-fc7df578     Created pod: openshift-gitops-operator-controller-manager-fc7df578-gk8dd
50m         Normal    Started               pod/openshift-gitops-operator-controller-manager-fc7df578-gk8dd      Started container kube-rbac-proxy
50m         Normal    Created               pod/openshift-gitops-operator-controller-manager-fc7df578-gk8dd      Created container: kube-rbac-proxy
50m         Normal    SuccessfulCreate      replicaset/openshift-gitops-operator-controller-manager-7fdfd5944c   Created pod: openshift-gitops-operator-controller-manager-7fdfd5944c-mz7dp
50m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-mjmhs    Stopping container kube-rbac-proxy
50m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-mjmhs    Stopping container manager
50m         Normal    SuccessfulDelete      replicaset/openshift-gitops-operator-controller-manager-7fdfd5944c   Deleted pod: openshift-gitops-operator-controller-manager-7fdfd5944c-mjmhs
50m         Normal    Created               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-mz7dp    Created container: manager
50m         Normal    AddedInterface        pod/openshift-gitops-operator-controller-manager-7fdfd5944c-mz7dp    Add eth0 [10.133.0.65/23] from ovn-kubernetes
50m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-7fdfd5944c-mz7dp    Container image "registry.redhat.io/openshift-gitops-1/gitops-rhel9-operator@sha256:73b844f2dd5f2e2749c66024801ed59539aa363aa18052018b8b80ede0ea544e" already present on machine
50m         Normal    Started               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-mz7dp    Started container manager
50m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-7fdfd5944c-mz7dp    Container image "registry.redhat.io/openshift4/ose-kube-rbac-proxy-rhel9@sha256:b473bb5efee9fb78c1e654ef94da9213e29a8eccfda2e8359b7c1b6b4049b554" already present on machine
50m         Normal    Started               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-mz7dp    Started container kube-rbac-proxy
50m         Normal    Created               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-mz7dp    Created container: kube-rbac-proxy
50m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-fc7df578-gk8dd      Stopping container manager
50m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-fc7df578-gk8dd      Stopping container kube-rbac-proxy
50m         Normal    SuccessfulDelete      replicaset/openshift-gitops-operator-controller-manager-fc7df578     Deleted pod: openshift-gitops-operator-controller-manager-fc7df578-gk8dd
50m         Normal    LeaderElection        lease/2b63967d.openshift.io                                          openshift-gitops-operator-controller-manager-7fdfd5944c-mz7dp_6c0c8009-2da6-4292-96df-a7eb38a7dd45 became leader
49m         Normal    SuccessfulCreate      replicaset/openshift-gitops-operator-controller-manager-fc7df578     Created pod: openshift-gitops-operator-controller-manager-fc7df578-wg64h
49m         Normal    AddedInterface        pod/openshift-gitops-operator-controller-manager-fc7df578-wg64h      Add eth0 [10.133.0.68/23] from ovn-kubernetes
49m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-fc7df578-wg64h      Container image "registry.redhat.io/openshift-gitops-1/gitops-rhel9-operator@sha256:73b844f2dd5f2e2749c66024801ed59539aa363aa18052018b8b80ede0ea544e" already present on machine
49m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-fc7df578-wg64h      Container image "registry.redhat.io/openshift4/ose-kube-rbac-proxy-rhel9@sha256:b473bb5efee9fb78c1e654ef94da9213e29a8eccfda2e8359b7c1b6b4049b554" already present on machine
49m         Normal    Started               pod/openshift-gitops-operator-controller-manager-fc7df578-wg64h      Started container manager
49m         Normal    Created               pod/openshift-gitops-operator-controller-manager-fc7df578-wg64h      Created container: kube-rbac-proxy
49m         Normal    Created               pod/openshift-gitops-operator-controller-manager-fc7df578-wg64h      Created container: manager
49m         Normal    Started               pod/openshift-gitops-operator-controller-manager-fc7df578-wg64h      Started container kube-rbac-proxy
49m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-mz7dp    Stopping container manager
49m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-mz7dp    Stopping container kube-rbac-proxy
49m         Normal    SuccessfulDelete      replicaset/openshift-gitops-operator-controller-manager-7fdfd5944c   Deleted pod: openshift-gitops-operator-controller-manager-7fdfd5944c-mz7dp
49m         Normal    Started               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-qd997    Started container manager
49m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-7fdfd5944c-qd997    Container image "registry.redhat.io/openshift-gitops-1/gitops-rhel9-operator@sha256:73b844f2dd5f2e2749c66024801ed59539aa363aa18052018b8b80ede0ea544e" already present on machine
49m         Normal    Created               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-qd997    Created container: manager
49m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-7fdfd5944c-qd997    Container image "registry.redhat.io/openshift4/ose-kube-rbac-proxy-rhel9@sha256:b473bb5efee9fb78c1e654ef94da9213e29a8eccfda2e8359b7c1b6b4049b554" already present on machine
49m         Normal    Created               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-qd997    Created container: kube-rbac-proxy
49m         Normal    Started               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-qd997    Started container kube-rbac-proxy
49m         Normal    AddedInterface        pod/openshift-gitops-operator-controller-manager-7fdfd5944c-qd997    Add eth0 [10.133.0.69/23] from ovn-kubernetes
49m         Normal    SuccessfulCreate      replicaset/openshift-gitops-operator-controller-manager-7fdfd5944c   Created pod: openshift-gitops-operator-controller-manager-7fdfd5944c-qd997
49m         Normal    SuccessfulDelete      replicaset/openshift-gitops-operator-controller-manager-fc7df578     Deleted pod: openshift-gitops-operator-controller-manager-fc7df578-wg64h
49m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-fc7df578-wg64h      Stopping container manager
49m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-fc7df578-wg64h      Stopping container kube-rbac-proxy
49m         Normal    LeaderElection        lease/2b63967d.openshift.io                                          openshift-gitops-operator-controller-manager-7fdfd5944c-qd997_f08eb7e4-5d10-4d2f-b0fb-de0b67b4c940 became leader
48m         Normal    SuccessfulCreate      replicaset/openshift-gitops-operator-controller-manager-fc7df578     Created pod: openshift-gitops-operator-controller-manager-fc7df578-7g9tt
48m         Normal    Created               pod/openshift-gitops-operator-controller-manager-fc7df578-7g9tt      Created container: kube-rbac-proxy
48m         Normal    Started               pod/openshift-gitops-operator-controller-manager-fc7df578-7g9tt      Started container kube-rbac-proxy
48m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-fc7df578-7g9tt      Container image "registry.redhat.io/openshift4/ose-kube-rbac-proxy-rhel9@sha256:b473bb5efee9fb78c1e654ef94da9213e29a8eccfda2e8359b7c1b6b4049b554" already present on machine
48m         Normal    Started               pod/openshift-gitops-operator-controller-manager-fc7df578-7g9tt      Started container manager
48m         Normal    Created               pod/openshift-gitops-operator-controller-manager-fc7df578-7g9tt      Created container: manager
48m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-fc7df578-7g9tt      Container image "registry.redhat.io/openshift-gitops-1/gitops-rhel9-operator@sha256:73b844f2dd5f2e2749c66024801ed59539aa363aa18052018b8b80ede0ea544e" already present on machine
48m         Normal    AddedInterface        pod/openshift-gitops-operator-controller-manager-fc7df578-7g9tt      Add eth0 [10.133.0.71/23] from ovn-kubernetes
48m         Normal    SuccessfulDelete      replicaset/openshift-gitops-operator-controller-manager-7fdfd5944c   Deleted pod: openshift-gitops-operator-controller-manager-7fdfd5944c-qd997
48m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-qd997    Stopping container kube-rbac-proxy
48m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-qd997    Stopping container manager
48m         Normal    ScalingReplicaSet     deployment/openshift-gitops-operator-controller-manager              Scaled down replica set openshift-gitops-operator-controller-manager-7fdfd5944c from 1 to 0
48m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-7fdfd5944c-jhnbx    Container image "registry.redhat.io/openshift4/ose-kube-rbac-proxy-rhel9@sha256:b473bb5efee9fb78c1e654ef94da9213e29a8eccfda2e8359b7c1b6b4049b554" already present on machine
48m         Normal    Started               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-jhnbx    Started container kube-rbac-proxy
48m         Normal    SuccessfulCreate      replicaset/openshift-gitops-operator-controller-manager-7fdfd5944c   Created pod: openshift-gitops-operator-controller-manager-7fdfd5944c-jhnbx
48m         Normal    ScalingReplicaSet     deployment/openshift-gitops-operator-controller-manager              Scaled up replica set openshift-gitops-operator-controller-manager-7fdfd5944c from 0 to 1
48m         Normal    AddedInterface        pod/openshift-gitops-operator-controller-manager-7fdfd5944c-jhnbx    Add eth0 [10.133.0.72/23] from ovn-kubernetes
48m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-7fdfd5944c-jhnbx    Container image "registry.redhat.io/openshift-gitops-1/gitops-rhel9-operator@sha256:73b844f2dd5f2e2749c66024801ed59539aa363aa18052018b8b80ede0ea544e" already present on machine
48m         Normal    Created               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-jhnbx    Created container: manager
48m         Normal    Started               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-jhnbx    Started container manager
48m         Normal    Created               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-jhnbx    Created container: kube-rbac-proxy
48m         Normal    SuccessfulDelete      replicaset/openshift-gitops-operator-controller-manager-fc7df578     Deleted pod: openshift-gitops-operator-controller-manager-fc7df578-7g9tt
48m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-fc7df578-7g9tt      Stopping container manager
48m         Normal    ScalingReplicaSet     deployment/openshift-gitops-operator-controller-manager              Scaled down replica set openshift-gitops-operator-controller-manager-fc7df578 from 1 to 0
48m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-fc7df578-7g9tt      Stopping container kube-rbac-proxy
48m         Normal    LeaderElection        lease/2b63967d.openshift.io                                          openshift-gitops-operator-controller-manager-7fdfd5944c-jhnbx_b49990c3-ac20-4e8b-a57c-1f072adeee93 became leader
47m         Normal    Created               pod/openshift-gitops-operator-controller-manager-fc7df578-qhq29      Created container: manager
47m         Normal    Started               pod/openshift-gitops-operator-controller-manager-fc7df578-qhq29      Started container manager
47m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-fc7df578-qhq29      Container image "registry.redhat.io/openshift4/ose-kube-rbac-proxy-rhel9@sha256:b473bb5efee9fb78c1e654ef94da9213e29a8eccfda2e8359b7c1b6b4049b554" already present on machine
47m         Normal    Created               pod/openshift-gitops-operator-controller-manager-fc7df578-qhq29      Created container: kube-rbac-proxy
47m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-fc7df578-qhq29      Container image "registry.redhat.io/openshift-gitops-1/gitops-rhel9-operator@sha256:73b844f2dd5f2e2749c66024801ed59539aa363aa18052018b8b80ede0ea544e" already present on machine
47m         Normal    AddedInterface        pod/openshift-gitops-operator-controller-manager-fc7df578-qhq29      Add eth0 [10.133.0.75/23] from ovn-kubernetes
47m         Normal    Started               pod/openshift-gitops-operator-controller-manager-fc7df578-qhq29      Started container kube-rbac-proxy
47m         Normal    SuccessfulCreate      replicaset/openshift-gitops-operator-controller-manager-fc7df578     Created pod: openshift-gitops-operator-controller-manager-fc7df578-qhq29
47m         Normal    SuccessfulDelete      replicaset/openshift-gitops-operator-controller-manager-7fdfd5944c   Deleted pod: openshift-gitops-operator-controller-manager-7fdfd5944c-jhnbx
47m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-jhnbx    Stopping container kube-rbac-proxy
47m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-jhnbx    Stopping container manager
47m         Normal    SuccessfulCreate      replicaset/openshift-gitops-operator-controller-manager-7fdfd5944c   Created pod: openshift-gitops-operator-controller-manager-7fdfd5944c-td4rb
47m         Normal    AddedInterface        pod/openshift-gitops-operator-controller-manager-7fdfd5944c-td4rb    Add eth0 [10.133.0.76/23] from ovn-kubernetes
47m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-7fdfd5944c-td4rb    Container image "registry.redhat.io/openshift-gitops-1/gitops-rhel9-operator@sha256:73b844f2dd5f2e2749c66024801ed59539aa363aa18052018b8b80ede0ea544e" already present on machine
47m         Normal    Created               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-td4rb    Created container: manager
47m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-7fdfd5944c-td4rb    Container image "registry.redhat.io/openshift4/ose-kube-rbac-proxy-rhel9@sha256:b473bb5efee9fb78c1e654ef94da9213e29a8eccfda2e8359b7c1b6b4049b554" already present on machine
47m         Normal    Created               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-td4rb    Created container: kube-rbac-proxy
47m         Normal    Started               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-td4rb    Started container kube-rbac-proxy
47m         Normal    Started               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-td4rb    Started container manager
47m         Normal    SuccessfulDelete      replicaset/openshift-gitops-operator-controller-manager-fc7df578     Deleted pod: openshift-gitops-operator-controller-manager-fc7df578-qhq29
47m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-fc7df578-qhq29      Stopping container manager
47m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-fc7df578-qhq29      Stopping container kube-rbac-proxy
47m         Normal    LeaderElection        lease/2b63967d.openshift.io                                          openshift-gitops-operator-controller-manager-7fdfd5944c-td4rb_1f6994e6-04d2-40d3-9d6a-aac664d0c738 became leader
46m         Normal    SuccessfulCreate      replicaset/openshift-gitops-operator-controller-manager-fc7df578     Created pod: openshift-gitops-operator-controller-manager-fc7df578-xmb7v
46m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-fc7df578-xmb7v      Container image "registry.redhat.io/openshift-gitops-1/gitops-rhel9-operator@sha256:73b844f2dd5f2e2749c66024801ed59539aa363aa18052018b8b80ede0ea544e" already present on machine
46m         Normal    AddedInterface        pod/openshift-gitops-operator-controller-manager-fc7df578-xmb7v      Add eth0 [10.133.0.78/23] from ovn-kubernetes
46m         Normal    Started               pod/openshift-gitops-operator-controller-manager-fc7df578-xmb7v      Started container kube-rbac-proxy
46m         Normal    Created               pod/openshift-gitops-operator-controller-manager-fc7df578-xmb7v      Created container: kube-rbac-proxy
46m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-fc7df578-xmb7v      Container image "registry.redhat.io/openshift4/ose-kube-rbac-proxy-rhel9@sha256:b473bb5efee9fb78c1e654ef94da9213e29a8eccfda2e8359b7c1b6b4049b554" already present on machine
46m         Normal    Started               pod/openshift-gitops-operator-controller-manager-fc7df578-xmb7v      Started container manager
46m         Normal    Created               pod/openshift-gitops-operator-controller-manager-fc7df578-xmb7v      Created container: manager
46m         Normal    SuccessfulDelete      replicaset/openshift-gitops-operator-controller-manager-7fdfd5944c   Deleted pod: openshift-gitops-operator-controller-manager-7fdfd5944c-td4rb
46m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-td4rb    Stopping container manager
46m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-td4rb    Stopping container kube-rbac-proxy
46m         Normal    SuccessfulCreate      replicaset/openshift-gitops-operator-controller-manager-7fdfd5944c   Created pod: openshift-gitops-operator-controller-manager-7fdfd5944c-m8hhb
46m         Normal    Created               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-m8hhb    Created container: kube-rbac-proxy
46m         Normal    AddedInterface        pod/openshift-gitops-operator-controller-manager-7fdfd5944c-m8hhb    Add eth0 [10.133.0.79/23] from ovn-kubernetes
46m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-7fdfd5944c-m8hhb    Container image "registry.redhat.io/openshift-gitops-1/gitops-rhel9-operator@sha256:73b844f2dd5f2e2749c66024801ed59539aa363aa18052018b8b80ede0ea544e" already present on machine
46m         Normal    Created               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-m8hhb    Created container: manager
46m         Normal    Started               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-m8hhb    Started container manager
46m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-7fdfd5944c-m8hhb    Container image "registry.redhat.io/openshift4/ose-kube-rbac-proxy-rhel9@sha256:b473bb5efee9fb78c1e654ef94da9213e29a8eccfda2e8359b7c1b6b4049b554" already present on machine
46m         Normal    Started               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-m8hhb    Started container kube-rbac-proxy
46m         Normal    SuccessfulDelete      replicaset/openshift-gitops-operator-controller-manager-fc7df578     Deleted pod: openshift-gitops-operator-controller-manager-fc7df578-xmb7v
46m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-fc7df578-xmb7v      Stopping container manager
46m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-fc7df578-xmb7v      Stopping container kube-rbac-proxy
46m         Normal    LeaderElection        lease/2b63967d.openshift.io                                          openshift-gitops-operator-controller-manager-7fdfd5944c-m8hhb_97d46127-f395-4e11-88c0-0e9a88c92f18 became leader
45m         Normal    SuccessfulCreate      replicaset/openshift-gitops-operator-controller-manager-fc7df578     Created pod: openshift-gitops-operator-controller-manager-fc7df578-9js52
45m         Normal    Started               pod/openshift-gitops-operator-controller-manager-fc7df578-9js52      Started container manager
45m         Normal    Created               pod/openshift-gitops-operator-controller-manager-fc7df578-9js52      Created container: kube-rbac-proxy
45m         Normal    Started               pod/openshift-gitops-operator-controller-manager-fc7df578-9js52      Started container kube-rbac-proxy
45m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-fc7df578-9js52      Container image "registry.redhat.io/openshift4/ose-kube-rbac-proxy-rhel9@sha256:b473bb5efee9fb78c1e654ef94da9213e29a8eccfda2e8359b7c1b6b4049b554" already present on machine
45m         Normal    Created               pod/openshift-gitops-operator-controller-manager-fc7df578-9js52      Created container: manager
45m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-fc7df578-9js52      Container image "registry.redhat.io/openshift-gitops-1/gitops-rhel9-operator@sha256:73b844f2dd5f2e2749c66024801ed59539aa363aa18052018b8b80ede0ea544e" already present on machine
45m         Normal    AddedInterface        pod/openshift-gitops-operator-controller-manager-fc7df578-9js52      Add eth0 [10.133.0.82/23] from ovn-kubernetes
45m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-m8hhb    Stopping container kube-rbac-proxy
45m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-m8hhb    Stopping container manager
45m         Normal    SuccessfulCreate      replicaset/openshift-gitops-operator-controller-manager-7fdfd5944c   (combined from similar events): Created pod: openshift-gitops-operator-controller-manager-7fdfd5944c-cg4c9
45m         Normal    SuccessfulDelete      replicaset/openshift-gitops-operator-controller-manager-7fdfd5944c   Deleted pod: openshift-gitops-operator-controller-manager-7fdfd5944c-m8hhb
45m         Normal    AddedInterface        pod/openshift-gitops-operator-controller-manager-7fdfd5944c-cg4c9    Add eth0 [10.133.0.83/23] from ovn-kubernetes
45m         Normal    Started               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-cg4c9    Started container kube-rbac-proxy
45m         Normal    Created               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-cg4c9    Created container: kube-rbac-proxy
45m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-7fdfd5944c-cg4c9    Container image "registry.redhat.io/openshift4/ose-kube-rbac-proxy-rhel9@sha256:b473bb5efee9fb78c1e654ef94da9213e29a8eccfda2e8359b7c1b6b4049b554" already present on machine
45m         Normal    Started               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-cg4c9    Started container manager
45m         Normal    Created               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-cg4c9    Created container: manager
45m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-7fdfd5944c-cg4c9    Container image "registry.redhat.io/openshift-gitops-1/gitops-rhel9-operator@sha256:73b844f2dd5f2e2749c66024801ed59539aa363aa18052018b8b80ede0ea544e" already present on machine
45m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-fc7df578-9js52      Stopping container manager
45m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-fc7df578-9js52      Stopping container kube-rbac-proxy
45m         Normal    LeaderElection        lease/2b63967d.openshift.io                                          openshift-gitops-operator-controller-manager-7fdfd5944c-cg4c9_f7d8dc7a-8a83-4caf-bf34-18af7779fbeb became leader
44m         Normal    ComponentUnhealthy    clusterserviceversion/openshift-gitops-operator.v1.20.3              installing: deployment changed old hash=rkvcllbTfQrYzLx8AZtgXAeKYDIvzxim8pQ9O, new hash=9dqogK5esbgOqnGMc38hYuEid9VPVtrmrPaQQw
44m         Normal    Started               pod/openshift-gitops-operator-controller-manager-fc7df578-hs9kr      Started container kube-rbac-proxy
44m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-fc7df578-hs9kr      Container image "registry.redhat.io/openshift-gitops-1/gitops-rhel9-operator@sha256:73b844f2dd5f2e2749c66024801ed59539aa363aa18052018b8b80ede0ea544e" already present on machine
44m         Normal    SuccessfulCreate      replicaset/openshift-gitops-operator-controller-manager-fc7df578     (combined from similar events): Created pod: openshift-gitops-operator-controller-manager-fc7df578-hs9kr
44m         Normal    Created               pod/openshift-gitops-operator-controller-manager-fc7df578-hs9kr      Created container: kube-rbac-proxy
44m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-fc7df578-hs9kr      Container image "registry.redhat.io/openshift4/ose-kube-rbac-proxy-rhel9@sha256:b473bb5efee9fb78c1e654ef94da9213e29a8eccfda2e8359b7c1b6b4049b554" already present on machine
44m         Normal    Created               pod/openshift-gitops-operator-controller-manager-fc7df578-hs9kr      Created container: manager
44m         Normal    Started               pod/openshift-gitops-operator-controller-manager-fc7df578-hs9kr      Started container manager
44m         Normal    AddedInterface        pod/openshift-gitops-operator-controller-manager-fc7df578-hs9kr      Add eth0 [10.133.0.87/23] from ovn-kubernetes
44m         Normal    SuccessfulDelete      replicaset/openshift-gitops-operator-controller-manager-7fdfd5944c   (combined from similar events): Deleted pod: openshift-gitops-operator-controller-manager-7fdfd5944c-cg4c9
44m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-cg4c9    Stopping container kube-rbac-proxy
44m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-7fdfd5944c-cg4c9    Stopping container manager
44m         Normal    LeaderElection        lease/2b63967d.openshift.io                                          openshift-gitops-operator-controller-manager-fc7df578-hs9kr_92e71cb5-cd4d-461d-bb33-fa3bfebb783b became leader
43m         Normal    AddedInterface        pod/openshift-gitops-operator-controller-manager-68c777fc54-gmrdb    Add eth0 [10.133.0.93/23] from ovn-kubernetes
43m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-68c777fc54-gmrdb    Container image "registry.redhat.io/openshift-gitops-1/gitops-rhel9-operator@sha256:73b844f2dd5f2e2749c66024801ed59539aa363aa18052018b8b80ede0ea544e" already present on machine
43m         Normal    ScalingReplicaSet     deployment/openshift-gitops-operator-controller-manager              Scaled up replica set openshift-gitops-operator-controller-manager-68c777fc54 from 0 to 1
